00000.png;1491;339;1724;468;1;1
00001.png;771;341;1041;472;1;1
00002.png;716;187;944;415;1;1
00002.png;949;185;1051;235;1;1
00002.png;1050;183;1197;234;1;1
00002.png;949;233;1202;410;1;1
00003.png;833;624;911;652;-1;1
00003.png;919;604;929;620;-1;1
00003.png;811;381;1007;504;1;1
00003.png;812;339;906;382;1;1
00003.png;907;341;1007;384;1;1
00003.png;1063;345;1359;507;1;1
00003.png;1368;346;1449;389;1;1
00003.png;1448;346;1537;389;1;1
00003.png;1369;390;1540;505;1;1
00003.png;1023;553;1083;565;-1;1
00004.png;816;549;850;582;-1;1
00004.png;864;549;912;580;-1;1
00004.png;1053;258;1378;437;1;1
00004.png;784;298;998;435;1;1
00004.png;785;251;890;299;1;1
00004.png;889;253;1001;303;1;1
00005.png;1031;375;1182;495;1;1
00005.png;1184;406;1334;490;1;1
00005.png;1183;373;1258;410;1;1
00005.png;1257;370;1332;407;1;1
00005.png;635;574;704;608;-1;1
00005.png;874;596;904;613;-1;1
00005.png;966;598;986;611;-1;1
00005.png;1027;597;1042;606;-1;1
00006.png;944;129;1425;388;1;1
00006.png;773;584;827;610;-1;1
00006.png;943;595;972;609;-1;1
00007.png;672;402;865;489;1;1
00007.png;879;409;968;495;1;1
00007.png;712;551;725;566;-1;1
00007.png;604;529;623;542;-1;1
00007.png;748;386;797;404;1;1
00007.png;903;393;945;411;1;1
00007.png;1134;576;1148;588;-1;1
00008.png;1775;554;1810;586;-1;1
00008.png;1535;266;1678;381;-1;1
00008.png;1497;305;1549;337;-1;1
00008.png;809;330;1016;467;1;1
00008.png;1030;371;1210;466;1;1
00008.png;1028;332;1115;372;1;1
00008.png;1115;330;1210;371;1;1
00008.png;1014;588;1028;609;-1;1
00009.png;783;112;1136;348;1;1
00009.png;1157;188;1464;349;1;1
00009.png;1159;122;1304;185;1;1
00009.png;1307;119;1464;188;1;1
00009.png;1058;578;1076;603;-1;1
00009.png;1758;154;1920;305;-1;1
00009.png;1710;189;1779;247;-1;1
00010.png;419;279;745;462;1;1
00010.png;784;324;913;465;1;1
00010.png;787;297;846;326;1;1
00010.png;848;298;914;330;1;1
00010.png;937;301;1035;341;1;1
00010.png;1036;304;1167;345;1;1
00010.png;939;340;1168;467;1;1
00010.png;1383;532;1429;593;-1;1
00010.png;1513;586;1538;612;-1;1
00011.png;246;137;709;397;1;1
00011.png;766;165;853;208;1;1
00011.png;853;168;944;211;1;1
00011.png;762;204;944;402;1;1
